caseid,linksrechts_parteien_1,linksrechts_parteien_2,linksrechts_parteien_3,linksrechts_parteien_4,linksrechts_parteien_5,linksrechts_parteien_6,linksrechts_selbst,erststimme_BTW21,zweitstimme_BTW21,coalition_1,coalition_2,coalition_3,coalition_4,coalition_5,coalition_6,coalition_7,coalition_8,coalition_9,klimawandel_parteien_1,klimawandel_parteien_2,klimawandel_parteien_3,klimawandel_parteien_4,klimawandel_parteien_5,klimawandel_parteien_6,klimawandel_parteien_7,klimawandel_selbst,immigration_parteien_1,immigration_parteien_2,immigration_parteien_3,immigration_parteien_4,immigration_parteien_5,immigration_parteien_6,immigration_parteien_7,immigration_selbst,corona_parteien,kandidateneinstufungen_1,kandidateneinstufungen_2,kandidateneinstufungen_3,kandidateneinstufungen_4,kandidateneinstufungen_5,kandidateneinstufungen_6,education_paul_recode,age,WestOst,hinc,Pos. of LINKE in Ranking,Pos. of GRUENE in Ranking,Pos. of SPD in Ranking,Pos. of CDU/CSU in Ranking,Pos. of FDP in Ranking,Pos. of AFD in Ranking
776.0,6,5,6,5,7,3,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER FDP,CDU/CSU,2,4,1,1,2,3,1,1,1,4,4,4,6,1,1,7,4,4,4,1,4,1,1,7,4,-2,-1,-2,-5,2,-4,1,4,67.0,WEST,4,2,2,2,1,1,2
797.0,7,8,5,6,6,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,3,2,1,1,1,2,1,2,5,4,3,5,2,977,977,3,4,5,4,4,4,977,7,4,2,-5,0,-4,4,-4,-2,6,44.0,WEST,10,5,4,3,1,2,5
806.0,6,6,5,6,4,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,3,5,2,3,1,1,2,2,2,1,1,977,4,977,3,7,1,977,977,977,977,977,977,977,7,3,0,0,-4,4,977,2,3,67.0,OST,2,3,3,3,1,2,3
811.0,6,6,4,5,4,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,4,4,4,1,2,3,2,3,5,5,5,5,4,3,3,3,2,2,2,3,4,5,7,1,4,2,2,1,3,1,1,6,42.0,WEST,7,3,3,1,2,3,3
827.0,9,10,4,8,6,1,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,5,4,5,1,2,4,2,4,6,6,4,5,1,2,5,6,6,6,4,4,3,3,7,5,1,1,4,2,3,3,5,3,58.0,WEST,5,6,4,2,3,1,5
832.0,7,6,5,4,4,3,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,3,1,1,4,3,1,1,1,7,7,4,4,1,4,7,7,5,5,3,3,3,4,7,7,0,-2,-1,-5,5,-3,-2,5,49.0,WEST,10,2,2,2,1,2,2
833.0,6,8,1,6,1,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,1,5,3,5,2,3,2,1,1,2,3,1,2,1,1,5,2,4,5,1,3,1,1,7,7,-5,-2,-5,-5,1,-5,3,3,70.0,OST,5,2,2,2,1,1,2
843.0,8,8,3,6,4,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,4,2,1,1,1,1,1,1,5,5,4,4,1,4,5,5,5,5,3,4,2,4,7,6,3,0,1,-5,4,-5,-5,3,65.0,OST,6,3,3,2,1,3,3
854.0,8,9,4,6,3,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,3,5,4,4,1,1,3,1,3,5,4,3,5,2,1,7,3,5,6,3,4,2,1,7,4,2,-2,-3,1,2,2,3,6,64.0,WEST,4,4,2,3,1,1,4
892.0,4,8,3,6,2,1,9,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,3,5,1,1,5,5,1,1,1,5,5,4,6,1,2,7,7,3,6,3,6,1,1,7,7,3,-4,0,-5,4,0,1,3,69.0,WEST,977,5,5,3,1,2,4
908.0,3,3,1,3,3,5,3,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,CDU/CSU,5,4,2,4,1,1,1,1,2,4,4,4,4,1,3,2,5,5,5,5,4,4,3,6,7,-3,1,5,1,5,4,4,5,78.0,OST,4,3,3,1,2,3,3
935.0,6,6,5,5,5,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,4,2,2,4,4,2,2,2,4,4,5,4,4,5,5,4,5,5,4,5,4,4,4,4,0,-2,0,-2,2,-2,0,2,56.0,WEST,7,4,4,3,1,4,2
943.0,7,7,5,6,5,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,3,3,3,3,3,3,3,3,7,7,977,977,1,977,977,5,7,7,977,977,977,977,977,5,3,-5,-5,-5,5,-5,-5,5,41.0,WEST,10,2,2,2,1,2,2
950.0,6,6,6,6,6,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,3,2,2,1,1,2,2,2,4,4,4,4,4,4,4,4,6,6,6,6,6,6,7,7,0,-4,0,-5,0,0,0,2,64.0,WEST,9,4,4,1,2,3,4
953.0,6,7,4,6,5,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,5,2,3,1,1,3,1,2,4,4,3,4,2,1,5,4,4,4,3,4,3,1,7,4,4,0,0,-2,0,-1,1,2,79.0,WEST,10,3,3,3,1,2,3
955.0,5,5,2,5,2,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,3,5,3,4,1,1,1,1,1,6,7,5,7,2,2,2,3,4,4,3,4,5,3,6,4,1,-5,-5,-5,-2,-5,-5,3,57.0,WEST,8,2,2,2,1,2,2
976.0,6,7,4,7,3,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,3,4,3,1,1,2,1,1,5,6,3,6,1,2,7,6,5,5,4,5,1,1,7,6,4,3,-2,-4,5,-3,-2,2,74.0,WEST,6,4,4,2,1,3,5
983.0,7,7,2,6,4,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,5,2,5,2,2,2,2,2,6,3,6,5,5,977,977,2,6,6,7,4,4,7,7,2,1,3,1,2,4,2,3,2,81.0,WEST,977,4,3,4,1,2,4
989.0,7,8,3,6,2,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,4,3,3,1,2,3,2,2,6,5,3,6,1,4,4,6,6,6,3,5,2,6,7,5,-3,1,2,-4,4,-1,3,2,75.0,WEST,6,4,4,3,1,2,4
1000.0,5,4,1,1,11,11,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,5,1,3,1,1,1,1,1,6,6,1,2,1,3,4,7,7,7,2,3,2,4,2,7,5,-5,-5,-5,5,-5,-5,3,65.0,WEST,977,2,2,2,1,2,2
1021.0,7,7,2,6,2,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,1,5,4,5,4,4,1,1,1,5,5,2,5,2,3,5,5,5,5,2,5,1,2,6,6,2,-4,-4,-4,-1,-4,1,2,73.0,WEST,10,3,3,3,1,2,3
1023.0,6,6,3,9,5,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,3,1,4,3,1,1,1,1,1,7,7,4,977,1,977,977,3,977,977,977,977,977,977,7,4,5,3,2,2,2,3,1,2,68.0,WEST,4,2,1,2,1,2,2
1026.0,8,9,3,8,4,2,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,2,2,4,5,1,1,2,1,1,6,5,3,5,1,3,7,3,4,6,3,3,1,3,7,3,3,1,-5,-4,4,2,-2,5,73.0,WEST,6,1,1,1,1,1,1
1044.0,8,9,3,5,6,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,2,4,5,5,1,1,3,1,4,5,5,977,3,4,977,977,6,5,5,4,5,2,1,7,7,1,-3,-1,4,5,2,2,4,47.0,OST,4,2,1,2,1,1,2
1052.0,1,1,11,11,11,11,1,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,5,5,5,977,977,977,977,4,53.0,OST,1,2,2,2,1,2,2
1054.0,7,8,3,3,2,11,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,2,1,2,1,1,1,1,1,4,6,2,2,1,5,5,6,4,7,3,2,2,4,7,7,0,0,-5,-5,5,-5,-1,6,63.0,WEST,11,2,2,2,1,2,2
1070.0,8,9,6,9,7,2,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,4,1,1,1,1,1,1,1,5,5,4,6,1,2,7,4,5,5,2,4,1,2,7,4,4,-4,1,-5,5,1,-5,6,72.0,OST,4,3,3,2,1,3,3
1093.0,10,10,4,9,2,1,9,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,5,4,4,1,1,4,1,2,5,5,5,6,1,977,7,6,5,5,2,977,1,1,7,6,4,1,2,-5,5,-3,5,3,43.0,WEST,977,4,4,3,1,2,4
1108.0,6,6,6,6,6,4,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,4,2,3,1,1,2,1,2,5,5,3,5,1,977,977,5,4,4,4,4,4,6,6,5,2,-5,-5,-5,2,-5,-5,5,58.0,WEST,8,2,2,2,1,2,2
1113.0,5,5,5,7,8,8,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,CDU/CSU,5,4,2,5,3,3,2,2,2,4,4,2,977,4,4,4,2,4,5,5,4,5,5,4,7,2,1,2,-2,1,0,1,3,35.0,WEST,4,3,4,1,2,4,3
1114.0,6,7,4,6,5,2,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,5,4,5,3,3,2,1,1,6,6,4,6,2,3,5,3,4,4,3,4,3,2,6,3,2,4,-2,0,3,0,3,3,57.0,OST,7,4,3,4,1,2,4
1153.0,7,9,4,6,2,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,5,2,3,2,2,3,2,2,6,6,5,6,1,2,4,6,4,4,4,4,2,6,6,5,-2,0,2,-2,4,-1,3,2,75.0,WEST,6,4,4,3,1,2,4
1165.0,10,10,6,7,5,3,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,2,4,2,1,1,2,1,2,5,5,4,6,1,3,7,3,5,5,4,3,2,4,7,5,3,-3,1,1,4,-1,-5,2,60.0,WEST,6,5,2,3,1,4,6
1177.0,3,4,3,4,4,1,3,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,1,1,1,1,1,1,1,1,977,977,977,977,1,977,977,5,2,4,977,3,977,977,7,6,3,-5,-3,-5,5,977,977,3,30.0,WEST,10,4,4,3,1,2,4
1181.0,7,8,5,7,5,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,5,3,4,1,1,4,2,3,4,4,4,4,2,2,5,3,4,4,4,5,5,6,6,4,2,1,1,0,3,0,2,2,68.0,WEST,5,5,4,3,1,2,5
1183.0,6,6,8,6,4,3,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,3,4,3,3,1,1,4,1,3,977,977,977,977,977,977,977,2,5,5,2,2,4,2,6,4,-2,-3,2,0,3,0,0,3,74.0,WEST,4,4,3,5,1,2,6
1189.0,8,8,2,6,3,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,1,5,4,4,1,1,1,1,1,5,5,4,5,1,5,6,4,4,4,2,4,5,6,7,6,-1,1,-5,-4,-4,1,2,3,69.0,WEST,5,2,2,2,1,2,2
1212.0,5,5,2,5,5,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,4,2,4,1,1,2,2,2,6,6,3,3,1,3,977,3,6,6,4,4,977,2,7,4,-3,1,4,0,2,1,0,4,72.0,OST,5,5,4,2,1,3,5
1215.0,6,6,6,5,6,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,3,4,3,1,1,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,1,1,2,2,4,1,1,2,28.0,WEST,3,2,2,2,1,2,2
1246.0,5,5,5,977,977,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,2,2,3,1,1,2,1,2,5,5,4,977,1,977,977,6,4,4,4,977,977,977,7,7,3,0,1,-5,1,1,-3,2,59.0,WEST,9,2,2,1,1,2,2
1249.0,6,6,8,6,3,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,3,2,2,4,2,2,2,1,2,4,5,4,4,4,4,4,4,4,4,6,4,4,5,3,4,0,-2,-1,-5,5,977,-1,5,22.0,WEST,6,3,3,3,1,2,3
1251.0,8,10,2,9,2,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,2,5,3,4,1,2,3,1,1,5,7,3,7,1,1,7,6,6,7,3,7,1,1,7,7,-5,-5,0,-5,-2,-2,5,3,77.0,OST,4,3,3,3,2,1,3
1268.0,7,8,5,6,4,2,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,5,1,1,1,1,1,1,1,4,4,3,4,2,3,4,4,4,5,3,4,3,3,7,7,-4,-5,-5,-5,3,-5,-4,5,34.0,WEST,2,3,3,3,1,2,3
1270.0,5,5,4,5,977,5,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,2,5,1,2,1,1,2,2,2,4,4,977,4,1,977,7,6,4,4,977,5,2,5,7,7,-5,-5,0,-4,5,-5,1,2,73.0,WEST,4,3,4,4,1,2,4
1276.0,5,5,3,5,5,1,4,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,CDU/CSU,5,3,1,3,1,1,3,1,1,4,4,3,3,1,1,977,1,4,5,3,4,2,1,7,4,-5,-5,5,-5,0,0,4,5,61.0,OST,7,2,2,1,2,2,2
1286.0,6,8,3,7,3,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,CDU/CSU,3,3,5,5,1,1,2,1,2,4,5,4,6,1,2,7,3,5,6,2,6,2,1,7,5,3,2,4,2,5,4,2,5,50.0,WEST,7,5,2,4,1,3,6
1292.0,5,5,4,5,3,2,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,5,1,1,5,5,1,1,1,5,5,4,5,1,2,5,7,5,5,4,5,2,1,7,7,-5,1,0,-4,2,-4,4,5,49.0,WEST,3,4,4,3,2,1,1
1297.0,6,7,5,5,5,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,CDU/CSU,4,4,3,4,1,2,3,3,3,6,5,4,5,1,2,7,4,2,4,3,3,2,1,7,3,2,1,4,1,2,0,2,3,44.0,WEST,8,5,4,1,3,2,5
1299.0,6,6,10,6,11,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER FDP,CDU/CSU,4,5,1,1,1,1,1,1,1,7,1,7,4,1,1,977,5,1,1,4,1,4,7,7,7,-3,5,-5,-5,0,977,0,2,63.0,WEST,4,4,4,3,1,2,4
1303.0,2,3,1,2,1,1,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,1,5,2,1,4,4,1,1,1,5,5,2,3,1,1,5,5,5,6,1,977,1,1,7,7,2,-5,-5,-5,5,-4,1,4,57.0,OST,3,3,3,3,1,3,2
1308.0,6,6,5,3,4,6,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,CDU/CSU,977,977,977,977,977,977,977,977,977,5,4,4,2,1,5,5,3,5,3,5,4,3,6,7,7,3,-5,1,-5,2,0,1,2,50.0,WEST,977,2,2,1,2,2,2
1309.0,6,6,6,6,6,6,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,CDU/CSU,4,3,1,2,1,1,2,2,1,5,4,3,5,1,3,5,7,7,4,4,4,977,977,7,7,-2,-4,2,-5,2,-5,-5,2,57.0,WEST,4,2,5,1,1,3,4
1313.0,10,10,9,8,9,3,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,3,5,4,1,1,5,3,977,5,5,4,5,2,4,3,3,4,5,3,2,3,3,2,977,977,3,-1,2,1,0,0,3,56.0,WEST,6,5,4,2,1,3,5
1324.0,7,7,3,8,4,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,1,5,3,4,1,1,1,1,1,7,7,4,7,1,3,7,7,6,6,5,6,3,3,7,7,-5,0,-5,-5,5,-5,0,3,53.0,WEST,4,2,2,2,1,2,2
1358.0,8,8,3,7,3,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,5,4,3,1,1,2,2,2,4,4,4,5,1,2,6,5,4,4,3,4,1,2,7,4,3,0,3,0,5,3,5,6,65.0,WEST,9,5,4,3,1,2,5
1380.0,5,5,3,5,5,1,977,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,3,3,2,2,1,1,3,2,1,5,5,5,4,1,977,977,4,4,4,4,977,977,6,7,4,3,-5,2,0,5,1,3,2,68.0,WEST,1,4,3,2,1,2,4
1384.0,6,6,3,7,4,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,3,2,1,1,1,1,1,1,5,5,3,2,2,2,2,4,5,5,2,5,4,2,7,7,-1,1,0,-5,2,-5,-1,3,70.0,WEST,5,2,2,2,1,2,2
1386.0,8,8,5,7,3,1,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,-1,0,-1,0,-3,0,3,42.0,WEST,977,4,4,3,1,2,4
1388.0,6,6,7,5,3,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,CDU/CSU,5,4,1,1,4,4,1,3,1,5,4,3,2,1,5,6,6,5,5,3,3,4,4,6,6,-1,5,4,-5,5,-5,5,6,32.0,OST,4,2,6,3,1,4,5
1393.0,6,6,5,6,6,3,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,3,2,4,3,1,1,2,2,2,6,6,4,977,7,4,977,2,3,3,5,4,3,5,6,3,3,-1,3,2,-1,0,-2,3,41.0,WEST,11,3,2,3,1,3,3
1405.0,8,8,3,6,4,2,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,5,4,4,1,1,2,1,3,4,5,5,5,1,4,7,4,5,7,3,4,2,2,7,5,3,3,0,-5,4,0,0,4,55.0,OST,7,2,2,2,1,2,2
1414.0,8,8,4,7,4,2,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,CDU/CSU,3,3,3,3,1,1,3,3,3,5,4,4,6,2,2,7,4,4,4,3,4,2,2,7,4,0,-1,-2,1,-4,1,-3,6,45.0,WEST,6,5,2,3,4,1,6
1421.0,5,6,4,5,2,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER FDP,CDU/CSU,3,5,3,3,3,4,2,1,1,5,5,2,5,2,2,977,5,5,5,3,4,2,1,6,6,0,-2,0,-4,2,-1,2,3,43.0,OST,8,4,4,3,1,2,4
1422.0,977,977,3,977,5,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,2,4,3,1,1,2,1,4,977,977,977,977,1,977,977,2,5,977,977,977,977,977,7,5,0,977,977,977,977,977,977,6,29.0,WEST,11,4,3,2,1,4,4
1437.0,8,7,4,6,7,3,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,CDU/CSU,4,4,4,4,1,1,3,3,3,5,4,5,5,2,4,977,3,977,977,977,977,977,977,977,2,2,3,4,4,2,2,2,5,27.0,WEST,9,5,2,3,1,4,6
1440.0,5,6,2,5,2,1,8,DIE KANDIDATIN BZW. DEN KANDIDATEN EINER ANDEREN PARTEI,CDU/CSU,3,5,1,1,2,2,1,1,1,4,4,2,5,1,1,5,5,3,5,2,4,1,1,7,7,-4,-5,-4,-1,-5,-5,0,2,63.0,WEST,4,2,2,2,2,1,2
1458.0,6,6,6,6,6,2,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,5,5,5,1,1,3,1,2,5,6,4,2,1,7,7,4,7,7,4,4,4,7,7,7,2,-2,1,-1,3,2,2,3,50.0,WEST,5,5,4,3,1,2,6
1475.0,6,6,6,6,4,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,4,1,3,1,1,1,1,1,6,5,5,4,2,977,977,4,977,977,977,4,3,2,7,4,2,-1,-1,-2,2,-2,4,3,36.0,OST,7,4,4,3,1,2,4
1483.0,7,8,4,8,5,1,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,5,4,2,3,4,3,1,1,7,7,3,7,1,1,7,6,5,4,1,5,2,1,7,5,3,2,-5,-5,4,-4,3,6,28.0,WEST,11,3,3,3,1,2,3
1484.0,8,9,5,6,5,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,4,3,4,5,5,1,1,1,5,5,3,4,1,4,7,6,5,5,3,4,2,1,7,6,5,-5,-3,0,5,-3,2,5,41.0,WEST,11,6,3,5,1,2,4
1493.0,7,8,3,7,3,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,5,2,4,2,1,1,1,1,5,6,7,5,1,4,7,7,7,7,1,7,1,1,7,7,5,4,2,-5,5,-5,4,5,46.0,WEST,5,3,3,3,1,2,3
1515.0,6,7,5,4,3,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,3,3,4,4,1,1,1,1,1,5,5,4,5,1,2,7,6,4,5,4,5,1,2,7,6,4,4,1,-4,5,-2,-1,2,68.0,WEST,6,5,4,2,1,3,5
1524.0,6,5,3,6,4,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,5,4,4,2,3,2,1,1,4,4,3,4,1,2,7,4,5,5,2,4,1,1,7,5,3,-2,-3,-5,1,1,0,6,30.0,WEST,5,3,3,3,1,2,3
1527.0,8,9,4,5,1,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,3,3,3,1,1,2,3,2,5,5,4,3,1,1,7,4,4,5,3,5,1,1,7,6,0,-5,2,-5,1,-3,0,6,57.0,OST,7,2,5,1,4,3,6
1532.0,8,9,5,5,4,1,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,3,1,1,1,1,1,1,1,5,5,5,4,1,2,977,4,4,4,4,5,6,4,7,6,1,-5,1,-5,3,-5,-1,3,54.0,WEST,7,3,3,3,1,2,3
1533.0,5,5,5,5,5,6,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,CDU/CSU,3,4,4,4,1,1,2,1,3,2,3,2,3,1,1,7,1,977,977,3,977,2,1,7,2,4,-1,2,2,1,1,1,6,58.0,OST,8,3,2,1,1,3,4
1556.0,5,5,5,5,5,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,3,3,3,1,1,3,1,3,4,4,4,977,977,977,977,4,1,1,1,7,7,7,7,1,5,5,5,977,5,977,977,2,25.0,OST,2,1,1,1,1,1,1
1559.0,7,8,4,5,3,5,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,3,5,1,1,1,1,1,1,1,2,3,3,4,1,3,7,4,5,5,3,3,2,3,7,7,-2,-2,1,0,3,0,1,3,34.0,OST,11,4,5,3,1,2,6
1574.0,5,5,5,977,977,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,2,2,2,1,1,2,1,2,977,977,977,977,977,977,977,4,1,1,1,977,977,7,7,1,4,5,5,977,5,977,977,2,50.0,OST,4,2,2,1,1,2,2
1587.0,6,6,6,6,7,9,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,2,2,4,3,1,1,2,1,2,4,4,4,2,1,4,7,2,1,1,3,1,2,6,7,1,5,0,3,-1,5,0,-1,2,65.0,WEST,977,2,2,2,1,2,2
1591.0,1,1,1,4,1,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,4,3,4,1,1,3,4,3,3,2,3,4,3,3,4,1,7,1,4,4,4,3,4,7,-3,-1,2,-1,1,-2,2,1,48.0,WEST,5,4,2,3,1,4,4
1594.0,7,7,4,5,3,1,9,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,1,5,2,3,1,1,1,1,1,4,4,3,5,1,2,5,5,4,4,2,4,1,2,7,6,0,-4,-5,-5,-2,-5,-4,3,77.0,WEST,7,3,3,3,1,2,3
1603.0,5,6,5,5,5,3,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,3,1,2,1,1,1,3,3,3,3,3,3,1,3,6,4,1,2,3,3,2,2,7,3,1,-3,3,-3,4,1,2,3,47.0,WEST,8,1,1,1,1,1,1
1604.0,8,8,4,6,3,1,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,CDU/CSU,4,4,1,2,5,5,2,1,2,5,5,2,4,1,2,6,5,5,5,2,4,1,1,7,7,0,3,-2,-5,5,-5,5,2,62.0,WEST,4,4,4,4,2,3,1
1605.0,6,7,3,8,3,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,5,2,3,1,1,2,1,2,4,4,4,4,2,4,6,5,5,5,4,4,1,3,7,5,-3,0,1,-3,2,-3,2,5,52.0,OST,4,3,3,2,1,1,3
1608.0,7,8,4,7,5,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,5,4,4,1,1,2,1,2,5,5,977,6,2,2,7,4,5,6,4,5,3,2,7,5,0,-1,-3,-3,1,0,0,6,54.0,WEST,11,4,3,4,1,2,4
1633.0,7,7,3,6,2,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,2,5,3,4,1,1,2,1,1,4,4,2,5,1,1,7,4,5,5,1,4,1,1,7,5,3,3,-4,-5,1,-4,5,5,29.0,WEST,11,4,4,3,1,2,4
1641.0,8,8,4,6,3,1,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,5,1,1,1,1,1,1,1,5,5,4,5,1,2,6,4,3,3,3,3,2,2,7,5,-2,-4,0,-4,4,-3,2,6,72.0,WEST,2,3,3,3,1,2,3
